schema_id,dataset,features,raw_features,nb_features,nb_raw_features,num_valid_tests,num_invalid_tests,size_valid_tests,size_invalid_tests,full_size,stripped_size
Github_hard---o90925.json,Github_hard,"['$ref', '@minmaxInteger', '@minmaxItems', 'additionalProperties', 'additionalProperties:object', 'allOf', 'anyOf', 'enum', 'format', 'format:regex', 'format:uri', 'format:uri-reference', 'items', 'oneOf', 'propertyNames']","['_boolSchema', 'definitions', 'exclusiveMinimum', 'minItems', 'minimum', 'properties', 'type', 'type:[]', 'type:array', 'type:boolean', 'type:integer', 'type:number', 'type:object', 'type:string']",15,14,2,4,754,1470,3897,3014
Github_hard---o90939.json,Github_hard,"['$ref', '@minmaxItems', '@siblingKeys', 'enum', 'items', 'not', 'oneOf', 'pattern']","['$schema', 'definitions', 'minItems', 'oneOf:trivial', 'properties', 'required', 'type', 'type:array', 'type:number', 'type:object', 'type:string']",8,11,2,4,1156,1744,3655,2986
Github_hard---o90957.json,Github_hard,"['$ref', '@minmaxInteger', '@siblingKeys', 'enum', 'pattern', 'patternProperties']","['$schema', 'anyOf:trivial', 'definitions', 'maximum', 'minimum', 'properties', 'required', 'type', 'type:boolean', 'type:integer', 'type:object', 'type:string']",6,12,2,3,9306,9794,6192,3595
Github_hard---o90970.json,Github_hard,"['$ref', '@minmaxInteger', '@minmaxItems', '@minmaxLength', '@siblingKeys', 'additionalProperties', 'additionalProperties:object', 'allOf', 'anyOf', 'enum', 'format', 'format:regex', 'format:uri', 'format:uri-reference', 'items', 'not', 'oneOf', 'pattern', 'patternProperties']","['$id', '$schema', '_boolSchema', 'definitions', 'maximum', 'minItems', 'minLength', 'minimum', 'properties', 'required', 'type', 'type:array', 'type:boolean', 'type:integer', 'type:object', 'type:string']",19,16,2,6,1120,4414,16264,5617
Github_hard---o90971.json,Github_hard,"['$ref', '@minmaxItems', '@siblingKeys', 'additionalProperties', 'additionalProperties:object', 'allOf', 'const', 'enum', 'format', 'format:uri-reference', 'if', 'items', 'not', 'oneOf', 'pattern', 'patternProperties', 'then']","['$id', '$schema', '_boolSchema', 'allOf:trivial', 'definitions', 'minItems', 'properties', 'required', 'type', 'type:[]', 'type:array', 'type:boolean', 'type:integer', 'type:null', 'type:object', 'type:string']",17,16,1,9,1838,15122,17534,8820
Github_hard---o90972.json,Github_hard,"['$ref', '@minmaxItems', '@minmaxLength', '@siblingKeys', 'additionalProperties', 'additionalProperties:object', 'allOf', 'anyOf', 'enum', 'format', 'format:uri', 'items', 'not', 'oneOf', 'pattern']","['$schema', '_boolSchema', 'definitions', 'minItems', 'minLength', 'properties', 'required', 'type', 'type:array', 'type:boolean', 'type:integer', 'type:number', 'type:object', 'type:string']",15,14,1,5,623,3144,18788,14293
Github_hard---o91013.json,Github_hard,"['$ref', 'additionalProperties', 'enum', 'items', 'oneOf']","['_boolSchema', 'definitions', 'properties', 'required', 'type', 'type:[]', 'type:array', 'type:boolean', 'type:null', 'type:number', 'type:object', 'type:string']",5,12,2,1,2914,207,2004,1853
Github_hard---o91019.json,Github_hard,"['additionalProperties', 'enum', 'items']","['$schema', '_boolSchema', 'id', 'properties', 'type', 'type:array', 'type:object', 'type:string']",3,8,2,2,4055,4127,7146,4143
Github_hard---o91022.json,Github_hard,"['$ref', 'additionalProperties', 'additionalProperties:object', 'anyOf', 'enum', 'items', 'oneOf']","['$schema', '_boolSchema', 'definitions', 'id', 'properties', 'required', 'type', 'type:array', 'type:null', 'type:number', 'type:object', 'type:string']",7,12,1,4,2585,10908,11075,6376
Github_hard---o91033.json,Github_hard,"['@minmaxItems', 'additionalProperties', 'items']","['_boolSchema', 'definitions', 'minItems', 'properties', 'required', 'type', 'type:array', 'type:object', 'type:string']",3,9,2,6,3909,11727,3982,3965
Github_hard---o91034.json,Github_hard,"['@minmaxItems', 'additionalProperties', 'items']","['$schema', '_boolSchema', 'definitions', 'minItems', 'properties', 'required', 'type', 'type:array', 'type:object', 'type:string']",3,10,2,2,4903,4599,4771,4754
Github_hard---o91037.json,Github_hard,"['@minmaxItems', '@minmaxProperties', 'items']","['definitions', 'minItems', 'minProperties', 'properties', 'required', 'type', 'type:[]', 'type:array', 'type:boolean', 'type:integer', 'type:null', 'type:object', 'type:string']",3,13,2,4,3078,5285,2414,2397
Github_hard---o91040.json,Github_hard,"['items', 'oneOf']","['definitions', 'id', 'properties', 'required', 'type', 'type:[]', 'type:array', 'type:boolean', 'type:integer', 'type:object', 'type:string']",2,11,0,0,0,0,15856,7716
Github_hard---o91394.json,Github_hard,"['additionalProperties', 'format', 'format:email', 'format:uri', 'items', 'pattern']","['$schema', '_boolSchema', 'properties', 'required', 'type', 'type:[]', 'type:array', 'type:boolean', 'type:integer', 'type:object', 'type:string']",6,11,1,4,797,3325,14256,4298
Github_hard---o91595.json,Github_hard,"['$ref', '@minmaxInteger', '@siblingKeys', 'allOf', 'enum', 'items', 'oneOf']","['$schema', 'definitions', 'id', 'maximum', 'minimum', 'properties', 'required', 'type', 'type:array', 'type:boolean', 'type:integer', 'type:number', 'type:object', 'type:string']",7,14,0,0,0,0,4181,3997
Github_hard---o9353.json,Github_hard,"['additionalProperties', 'additionalProperties:object', 'format', 'format:flag-topic', 'format:localization', 'format:topic', 'items']","['$schema', 'properties', 'required', 'type', 'type:[]', 'type:array', 'type:boolean', 'type:object', 'type:string']",7,9,2,0,1964,0,2553,1004
Github_hard---o9356.json,Github_hard,"['@minmaxInteger', 'additionalProperties', 'enum', 'format', 'format:flag-topic', 'format:topic', 'items']","['$schema', '_boolSchema', 'maximum', 'minimum', 'properties', 'required', 'type', 'type:[]', 'type:array', 'type:boolean', 'type:integer', 'type:object', 'type:string']",7,13,2,0,1927,0,4028,1363
Github_hard---o9361.json,Github_hard,"['format', 'format:topic', 'items']","['$schema', 'properties', 'type', 'type:[]', 'type:array', 'type:boolean', 'type:integer', 'type:null', 'type:object', 'type:string']",3,10,2,1,1196,539,2630,1049
Github_hard---o9362.json,Github_hard,"['enum', 'format', 'format:topic', 'items']","['$schema', 'properties', 'type', 'type:array', 'type:boolean', 'type:object', 'type:string']",4,7,2,0,1204,0,2765,1082
Github_hard---o9767.json,Github_hard,"['@minmaxInteger', '@minmaxItems', '@minmaxLength', 'additionalProperties', 'enum', 'format', 'format:date-time', 'items', 'pattern']","['$schema', '_boolSchema', 'maxItems', 'maxLength', 'maximum', 'minLength', 'minimum', 'properties', 'required', 'type', 'type:array', 'type:boolean', 'type:number', 'type:object', 'type:string']",9,15,2,5,3276,10013,3990,3807
Github_hard---o9776.json,Github_hard,"['@minmaxItems', '@minmaxLength', 'additionalProperties', 'enum', 'format', 'format:date-time', 'items', 'oneOf', 'pattern']","['$schema', '_boolSchema', 'maxItems', 'maxLength', 'minLength', 'properties', 'type', 'type:array', 'type:integer', 'type:object', 'type:string']",9,11,1,5,935,4607,1992,1898
Github_hard---o9779.json,Github_hard,"['@minmaxInteger', '@minmaxItems', '@minmaxLength', 'additionalProperties', 'enum', 'format', 'format:date-time', 'items', 'oneOf', 'pattern']","['$schema', '_boolSchema', 'maxItems', 'maxLength', 'maximum', 'minLength', 'minimum', 'properties', 'required', 'type', 'type:array', 'type:boolean', 'type:number', 'type:object', 'type:string']",10,15,2,6,3054,20625,4374,4121
Github_hard---o9787.json,Github_hard,"['@minmaxInteger', '@minmaxItems', '@minmaxLength', 'additionalProperties', 'enum', 'format', 'format:date-time', 'items', 'pattern']","['$schema', '_boolSchema', 'maxItems', 'maxLength', 'maximum', 'minLength', 'minimum', 'properties', 'required', 'type', 'type:array', 'type:boolean', 'type:number', 'type:object', 'type:string']",9,15,0,0,0,0,2791,2608
Github_hard---o9788.json,Github_hard,"['@minmaxInteger', '@minmaxItems', '@minmaxLength', 'additionalProperties', 'enum', 'format', 'format:date-time', 'items', 'pattern']","['$schema', '_boolSchema', 'maxItems', 'maxLength', 'maximum', 'minLength', 'minimum', 'properties', 'required', 'type', 'type:array', 'type:boolean', 'type:number', 'type:object', 'type:string']",9,15,1,6,708,28399,2637,2454
Github_hard---o9794.json,Github_hard,"['@minmaxInteger', '@minmaxItems', '@minmaxLength', 'additionalProperties', 'enum', 'format', 'format:date-time', 'items', 'pattern']","['$schema', '_boolSchema', 'maxItems', 'maxLength', 'maximum', 'minLength', 'minimum', 'properties', 'required', 'type', 'type:array', 'type:boolean', 'type:integer', 'type:number', 'type:object', 'type:string']",9,16,1,4,1860,7389,4401,4148
Github_hard---o9808.json,Github_hard,"['@minmaxInteger', '@minmaxItems', '@minmaxLength', 'additionalProperties', 'enum', 'format', 'format:date-time', 'format:email', 'items', 'oneOf', 'pattern']","['$schema', '_boolSchema', 'maxItems', 'maxLength', 'maximum', 'minLength', 'minimum', 'oneOf:trivial', 'properties', 'required', 'type', 'type:[]', 'type:array', 'type:boolean', 'type:integer', 'type:null', 'type:number', 'type:object', 'type:string']",11,19,0,0,0,0,54668,54559
Github_hard---o9823.json,Github_hard,"['@minmaxInteger', '@minmaxItems', '@minmaxLength', 'additionalProperties', 'enum', 'format', 'format:date-time', 'items', 'oneOf', 'pattern', 'patternProperties']","['$schema', '_boolSchema', 'maxItems', 'maxLength', 'maximum', 'minLength', 'minimum', 'properties', 'required', 'type', 'type:array', 'type:boolean', 'type:integer', 'type:null', 'type:object', 'type:string']",11,16,0,0,0,0,2767,2767
Github_hard---o9830.json,Github_hard,"['@minmaxInteger', '@minmaxItems', '@minmaxLength', 'additionalProperties', 'enum', 'items', 'oneOf', 'pattern', 'patternProperties']","['$schema', '_boolSchema', 'maxItems', 'maxLength', 'maximum', 'minLength', 'minimum', 'properties', 'required', 'type', 'type:array', 'type:boolean', 'type:integer', 'type:null', 'type:object', 'type:string']",9,16,0,0,0,0,2282,2282
Github_hard---o9831.json,Github_hard,"['@minmaxInteger', '@minmaxItems', '@minmaxLength', 'additionalProperties', 'enum', 'items', 'oneOf', 'pattern', 'patternProperties']","['$schema', '_boolSchema', 'maxItems', 'maxLength', 'maximum', 'minLength', 'minimum', 'properties', 'required', 'type', 'type:array', 'type:boolean', 'type:integer', 'type:null', 'type:object', 'type:string']",9,16,1,6,596,13120,2302,2302
Github_hard---o9832.json,Github_hard,"['@minmaxInteger', '@minmaxItems', '@minmaxLength', 'additionalProperties', 'enum', 'format', 'format:date-time', 'items', 'oneOf', 'pattern', 'patternProperties']","['$schema', '_boolSchema', 'maxItems', 'maxLength', 'maximum', 'minLength', 'minimum', 'properties', 'required', 'type', 'type:array', 'type:boolean', 'type:integer', 'type:null', 'type:object', 'type:string']",11,16,1,5,819,3530,2659,2659
Github_hard---o9836.json,Github_hard,"['@minmaxInteger', '@minmaxItems', '@minmaxLength', 'additionalProperties', 'enum', 'items', 'oneOf', 'pattern', 'patternProperties']","['$schema', '_boolSchema', 'maxItems', 'maxLength', 'maximum', 'minLength', 'minimum', 'properties', 'required', 'type', 'type:array', 'type:boolean', 'type:integer', 'type:null', 'type:object', 'type:string']",9,16,1,6,539,3364,2399,2399
Github_hard---o9837.json,Github_hard,"['@minmaxInteger', '@minmaxItems', '@minmaxLength', 'additionalProperties', 'enum', 'items', 'oneOf', 'pattern', 'patternProperties']","['$schema', '_boolSchema', 'maxItems', 'maxLength', 'maximum', 'minLength', 'minimum', 'properties', 'required', 'type', 'type:array', 'type:boolean', 'type:integer', 'type:null', 'type:object', 'type:string']",9,16,2,4,1653,3182,2419,2419
Github_hard---o9838.json,Github_hard,"['@minmaxInteger', '@minmaxItems', '@minmaxLength', 'additionalProperties', 'enum', 'format', 'format:date-time', 'items', 'oneOf', 'pattern', 'patternProperties']","['$schema', '_boolSchema', 'maxItems', 'maxLength', 'maximum', 'minLength', 'minimum', 'properties', 'required', 'type', 'type:array', 'type:boolean', 'type:integer', 'type:null', 'type:object', 'type:string']",11,16,2,6,2081,8663,3138,3064
Github_hard---o9843.json,Github_hard,"['@minmaxInteger', '@minmaxItems', '@minmaxLength', 'additionalProperties', 'enum', 'format', 'format:date-time', 'items', 'oneOf', 'pattern', 'patternProperties']","['$schema', '_boolSchema', 'maxItems', 'maxLength', 'maximum', 'minLength', 'minimum', 'properties', 'required', 'type', 'type:array', 'type:boolean', 'type:integer', 'type:null', 'type:object', 'type:string']",11,16,2,6,2286,6356,3804,3625
Github_hard---o9864.json,Github_hard,"['@minmaxLength', 'additionalProperties', 'enum', 'format', 'format:date-time', 'items', 'pattern', 'patternProperties']","['$schema', '_boolSchema', 'maxLength', 'minLength', 'properties', 'type', 'type:array', 'type:integer', 'type:object', 'type:string']",8,10,2,5,1809,3960,2243,2185
Github_hard---o9882.json,Github_hard,"['@minmaxItems', '@minmaxLength', 'additionalProperties', 'enum', 'format', 'format:date-time', 'items', 'oneOf', 'pattern', 'patternProperties']","['$schema', '_boolSchema', 'maxItems', 'maxLength', 'minItems', 'minLength', 'properties', 'required', 'type', 'type:[]', 'type:array', 'type:boolean', 'type:integer', 'type:null', 'type:number', 'type:object', 'type:string']",10,17,0,0,0,0,68430,67568
Github_hard---o9904.json,Github_hard,"['@minmaxItems', '@minmaxLength', 'additionalProperties', 'enum', 'format', 'format:date-time', 'items', 'oneOf', 'pattern', 'patternProperties']","['$schema', '_boolSchema', 'maxItems', 'maxLength', 'minItems', 'minLength', 'properties', 'required', 'type', 'type:array', 'type:boolean', 'type:null', 'type:number', 'type:object', 'type:string']",10,15,0,0,0,0,22198,22198
Github_hard---o9915.json,Github_hard,"['@minmaxItems', '@minmaxLength', 'additionalProperties', 'enum', 'format', 'format:date-time', 'items', 'oneOf', 'pattern', 'patternProperties']","['$schema', '_boolSchema', 'maxItems', 'maxLength', 'minItems', 'minLength', 'properties', 'required', 'type', 'type:array', 'type:boolean', 'type:integer', 'type:null', 'type:number', 'type:object', 'type:string']",10,16,1,5,1815,12949,22747,22683
Github_hard---o9916.json,Github_hard,"['@minmaxItems', '@minmaxLength', 'additionalProperties', 'additionalProperties:object', 'enum', 'items', 'oneOf', 'pattern']","['$schema', '_boolSchema', 'maxItems', 'maxLength', 'minItems', 'minLength', 'properties', 'required', 'type', 'type:array', 'type:boolean', 'type:null', 'type:number', 'type:object', 'type:string']",8,15,0,0,0,0,43421,43421
Github_hard---o9917.json,Github_hard,"['@minmaxItems', '@minmaxLength', 'additionalProperties', 'enum', 'format', 'format:date-time', 'items', 'oneOf', 'pattern', 'patternProperties']","['$schema', '_boolSchema', 'maxItems', 'maxLength', 'minItems', 'minLength', 'properties', 'required', 'type', 'type:array', 'type:boolean', 'type:null', 'type:number', 'type:object', 'type:string']",10,15,0,0,0,0,63431,63147
Github_hard---o9919.json,Github_hard,"['@minmaxInteger', '@minmaxLength', 'additionalProperties', 'enum', 'format', 'format:date-time', 'items', 'pattern']","['$schema', '_boolSchema', 'maxLength', 'maximum', 'minLength', 'minimum', 'properties', 'required', 'type', 'type:[]', 'type:array', 'type:boolean', 'type:null', 'type:number', 'type:object', 'type:string']",8,16,2,12,1865,10131,2514,2514
Github_hard---o9920.json,Github_hard,"['@minmaxInteger', '@minmaxLength', 'additionalProperties', 'enum', 'items']","['$schema', '_boolSchema', 'maxLength', 'maximum', 'minLength', 'minimum', 'properties', 'required', 'type', 'type:array', 'type:boolean', 'type:number', 'type:object', 'type:string']",5,14,2,5,1243,2642,1987,1987
Github_hard---o9921.json,Github_hard,"['@minmaxInteger', '@minmaxLength', 'additionalProperties', 'enum', 'items']","['$schema', '_boolSchema', 'maxLength', 'maximum', 'minLength', 'minimum', 'properties', 'required', 'type', 'type:array', 'type:boolean', 'type:number', 'type:object', 'type:string']",5,14,2,5,1006,1996,2025,2025
Github_hard---o9922.json,Github_hard,"['@minmaxInteger', '@minmaxLength', 'additionalProperties', 'enum', 'format', 'format:date-time', 'items', 'pattern']","['$schema', '_boolSchema', 'maxLength', 'maximum', 'minLength', 'minimum', 'properties', 'required', 'type', 'type:[]', 'type:array', 'type:boolean', 'type:integer', 'type:null', 'type:number', 'type:object', 'type:string']",8,17,2,12,1572,10022,2989,2919
Github_hard---o9926.json,Github_hard,"['@minmaxLength', 'enum', 'format', 'format:date-time', 'format:email', 'format:url', 'items', 'pattern', 'patternProperties']","['$schema', 'maxLength', 'minLength', 'properties', 'type', 'type:array', 'type:boolean', 'type:number', 'type:object', 'type:string']",9,10,2,4,5523,10674,5267,4940
Github_hard---o9937.json,Github_hard,"['@minmaxItems', '@minmaxLength', 'additionalProperties', 'enum', 'format', 'format:date-time', 'format:email', 'format:url', 'items', 'pattern', 'patternProperties']","['$schema', '_boolSchema', 'maxItems', 'maxLength', 'minLength', 'properties', 'required', 'type', 'type:array', 'type:boolean', 'type:number', 'type:object', 'type:string']",11,13,2,5,4425,11292,4703,4613
Github_hard---o9946.json,Github_hard,"['@minmaxItems', '@minmaxLength', 'additionalProperties', 'enum', 'format', 'format:date-time', 'format:email', 'format:url', 'items', 'pattern', 'patternProperties']","['$schema', '_boolSchema', 'maxItems', 'maxLength', 'minLength', 'properties', 'required', 'type', 'type:array', 'type:boolean', 'type:integer', 'type:number', 'type:object', 'type:string']",11,14,1,5,2282,9099,5116,4954
Github_hard---o9969.json,Github_hard,"['$ref', 'additionalProperties', 'allOf', 'anyOf', 'enum', 'items', 'pattern', 'patternProperties']","['$schema', '_boolSchema', 'definitions', 'properties', 'required', 'type', 'type:array', 'type:integer', 'type:number', 'type:object', 'type:string']",8,11,2,3,1065,1784,2075,2075
Github_medium---o1.json,Github_medium,"['@minmaxInteger', '@minmaxItems', 'items', 'pattern']","['$schema', 'minItems', 'minimum', 'properties', 'required', 'type', 'type:[]', 'type:array', 'type:integer', 'type:null', 'type:object', 'type:string']",4,12,1,10,464,4434,639,639
Github_medium---o10078.json,Github_medium,"['additionalProperties', 'enum', 'format', 'format:date-time', 'items', 'not']","['_boolSchema', 'properties', 'required', 'type', 'type:array', 'type:object', 'type:string']",6,7,2,2,590,640,981,925
Github_medium---o10079.json,Github_medium,"['additionalProperties', 'enum', 'format', 'format:date-time']","['_boolSchema', 'properties', 'required', 'type', 'type:object', 'type:string']",4,6,2,6,477,1511,810,755
Github_medium---o102.json,Github_medium,"['enum', 'items']","['$schema', 'properties', 'required', 'type', 'type:array', 'type:integer', 'type:object', 'type:string']",2,8,2,1,1867,527,1095,1095
Github_medium---o10217.json,Github_medium,['items'],"['$schema', 'properties', 'required', 'type', 'type:array', 'type:object', 'type:string']",1,7,2,2,875,843,961,412
Github_medium---o10297.json,Github_medium,"['additionalProperties', 'items', 'patternProperties']","['$schema', '_boolSchema', 'properties', 'required', 'type', 'type:array', 'type:integer', 'type:number', 'type:object', 'type:string']",3,10,2,1,2261,1113,1920,1920
Github_medium---o10310.json,Github_medium,"['$ref', 'not', 'pattern']","['definitions', 'id', 'properties', 'required', 'type', 'type:string']",3,6,0,0,0,0,1435,1312
Github_medium---o10314.json,Github_medium,"['$ref', '@minmaxLength', '@minmaxProperties', 'items', 'pattern']","['definitions', 'minLength', 'minProperties', 'properties', 'required', 'type', 'type:array', 'type:boolean', 'type:integer', 'type:object', 'type:string']",5,11,2,4,805,1429,1600,869
Github_medium---o1050.json,Github_medium,"['@minmaxLength', 'enum', 'format', 'format:date-time', 'pattern']","['$schema', 'id', 'maxLength', 'properties', 'type', 'type:object', 'type:string']",5,7,2,3,693,1115,1820,717
Github_medium---o10505.json,Github_medium,"['$ref', '@minmaxLength', 'additionalProperties', 'additionalProperties:object', 'anyOf', 'enum', 'items']","['$schema', 'definitions', 'minLength', 'properties', 'required', 'type', 'type:array', 'type:boolean', 'type:object', 'type:string']",7,10,2,8,1109,4506,1516,1418
Github_medium---o10517.json,Github_medium,"['$ref', '@minmaxInteger', 'additionalProperties', 'enum', 'items', 'pattern']","['_boolSchema', 'definitions', 'minimum', 'properties', 'required', 'type', 'type:array', 'type:integer', 'type:number', 'type:object', 'type:string']",6,11,2,6,1323,3956,1931,1788
Github_medium---o10518.json,Github_medium,"['@minmaxInteger', '@minmaxItems', 'additionalProperties', 'items']","['_boolSchema', 'minItems', 'minimum', 'properties', 'required', 'type', 'type:array', 'type:integer', 'type:number', 'type:object', 'type:string']",4,11,2,5,704,1485,837,802
Github_medium---o10527.json,Github_medium,"['additionalProperties', 'format', 'format:date-time', 'items']","['_boolSchema', 'properties', 'required', 'type', 'type:[]', 'type:array', 'type:null', 'type:number', 'type:object', 'type:string']",4,10,2,8,488,2039,577,555
Github_medium---o1053.json,Github_medium,"['@minmaxLength', 'enum', 'format', 'format:date', 'format:date-time', 'items', 'pattern']","['$schema', 'id', 'maxLength', 'properties', 'type', 'type:array', 'type:string']",7,7,2,4,1081,3691,2710,1298
Github_medium---o10530.json,Github_medium,"['$ref', '@siblingKeys', 'additionalProperties', 'enum', 'items', 'oneOf', 'pattern']","['$schema', '_boolSchema', 'definitions', 'properties', 'required', 'type', 'type:array', 'type:boolean', 'type:object', 'type:string']",7,10,2,3,2573,3133,1866,1866
Github_medium---o10566.json,Github_medium,"['$ref', '@siblingKeys', 'additionalProperties', 'allOf', 'items', 'oneOf', 'pattern', 'patternProperties']","['$schema', '_boolSchema', 'definitions', 'properties', 'required', 'type', 'type:array', 'type:boolean', 'type:integer', 'type:null', 'type:number', 'type:object', 'type:string']",8,13,2,5,709,1853,1253,1253
Github_medium---o10617.json,Github_medium,"['additionalProperties', 'anyOf', 'format', 'format:uri', 'items']","['$schema', '_boolSchema', 'properties', 'required', 'type', 'type:array', 'type:boolean', 'type:number', 'type:object', 'type:string']",5,10,2,3,965,1331,2185,692
Github_medium---o10618.json,Github_medium,"['additionalProperties', 'anyOf', 'format', 'format:uri', 'items']","['$schema', '_boolSchema', 'properties', 'required', 'type', 'type:array', 'type:boolean', 'type:object', 'type:string']",5,9,1,3,365,1293,1436,565
Github_medium---o10927.json,Github_medium,['items'],"['$schema', '_requiredEmpty', 'properties', 'required', 'type', 'type:array', 'type:integer', 'type:null', 'type:object', 'type:string']",1,10,2,1,1898,961,1830,1830
Github_medium---o11481.json,Github_medium,"['enum', 'pattern']","['properties', 'required', 'type', 'type:array', 'type:boolean', 'type:object', 'type:string']",2,7,1,4,894,3640,1763,605
Github_medium---o11514.json,Github_medium,[],"['$schema', 'properties', 'required', 'type', 'type:integer', 'type:number', 'type:object', 'type:string']",0,8,2,1,854,426,1165,1127
Github_medium---o11515.json,Github_medium,['enum'],"['$schema', 'properties', 'required', 'type', 'type:integer', 'type:number', 'type:object', 'type:string']",1,8,2,1,1125,565,1502,1467
Github_medium---o11666.json,Github_medium,"['$ref', '@minmaxItems', '@siblingKeys', 'additionalProperties', 'allOf', 'dependencies', 'enum', 'items', 'not', 'oneOf']","['$schema', '_boolSchema', 'definitions', 'minItems', 'properties', 'required', 'type', 'type:[]', 'type:array', 'type:boolean', 'type:null', 'type:object', 'type:string']",10,13,1,6,81,562,1875,1781
Github_medium---o11667.json,Github_medium,"['$ref', '@minmaxItems', '@siblingKeys', 'additionalProperties', 'allOf', 'dependencies', 'enum', 'items', 'not', 'oneOf']","['$schema', '_boolSchema', 'definitions', 'minItems', 'properties', 'required', 'type', 'type:[]', 'type:array', 'type:boolean', 'type:null', 'type:object', 'type:string']",10,13,2,5,289,623,1092,1023
Github_medium---o11670.json,Github_medium,"['$ref', '@minmaxProperties', 'additionalProperties', 'format', 'format:uri']","['$schema', '_boolSchema', 'definitions', 'minProperties', 'properties', 'required', 'type', 'type:object', 'type:string']",5,9,1,2,324,607,1187,1187
Github_medium---o11684.json,Github_medium,"['@minmaxLength', 'format', 'format:email', 'items', 'pattern']","['$schema', 'minLength', 'properties', 'required', 'type', 'type:array', 'type:object', 'type:string']",5,8,1,4,540,2073,1683,977
Github_medium---o11689.json,Github_medium,"['$ref', 'anyOf', 'enum', 'items']","['$schema', 'definitions', 'properties', 'required', 'type', 'type:array', 'type:object', 'type:string']",4,8,2,4,746,1691,1289,1145
Github_medium---o11795.json,Github_medium,['items'],"['$schema', 'properties', 'required', 'type', 'type:array', 'type:boolean', 'type:integer', 'type:object', 'type:string']",1,9,1,3,663,1952,931,914
Github_medium---o11800.json,Github_medium,['items'],"['$schema', 'properties', 'required', 'type', 'type:array', 'type:boolean', 'type:integer', 'type:object', 'type:string']",1,9,2,3,482,724,662,662
Github_medium---o11803.json,Github_medium,['items'],"['$schema', 'properties', 'required', 'type', 'type:array', 'type:boolean', 'type:integer', 'type:object', 'type:string']",1,9,1,2,242,472,618,618
Github_medium---o1191.json,Github_medium,"['$ref', '@minmaxItems', 'items']","['$schema', 'definitions', 'maxItems', 'minItems', 'properties', 'required', 'type', 'type:array', 'type:integer', 'type:number', 'type:object']",3,11,2,5,501,1186,725,697
Github_medium---o11975.json,Github_medium,"['@minmaxItems', '@minmaxProperties', 'additionalProperties', 'enum', 'items', 'pattern', 'patternProperties']","['$schema', '_boolSchema', 'maxItems', 'maxProperties', 'minItems', 'minProperties', 'properties', 'required', 'type', 'type:array', 'type:integer', 'type:object', 'type:string']",7,13,1,4,715,3229,2131,1122
Github_medium---o12077.json,Github_medium,"['additionalProperties', 'format', 'format:url', 'pattern']","['_boolSchema', 'properties', 'required', 'type', 'type:object', 'type:string']",4,6,0,0,0,0,754,638
Github_medium---o12092.json,Github_medium,['additionalProperties'],"['_boolSchema', 'properties', 'required', 'type', 'type:object', 'type:string']",1,6,2,2,558,664,673,474
Github_medium---o12174.json,Github_medium,"['$ref', '@minmaxItems', '@siblingKeys', 'additionalProperties', 'allOf', 'dependencies', 'enum', 'items', 'not', 'oneOf']","['$schema', '_boolSchema', 'definitions', 'id', 'minItems', 'properties', 'required', 'type', 'type:[]', 'type:array', 'type:boolean', 'type:null', 'type:object', 'type:string']",10,14,0,0,0,0,1977,1883
Github_medium---o12175.json,Github_medium,"['$ref', '@minmaxItems', '@siblingKeys', 'additionalProperties', 'allOf', 'dependencies', 'enum', 'items', 'not', 'oneOf']","['$schema', '_boolSchema', 'definitions', 'id', 'minItems', 'properties', 'required', 'type', 'type:[]', 'type:array', 'type:boolean', 'type:null', 'type:object', 'type:string']",10,14,1,5,172,885,1198,1129
Github_medium---o12178.json,Github_medium,"['$ref', '@minmaxProperties', 'additionalProperties', 'format', 'format:uri']","['$schema', '_boolSchema', 'definitions', 'id', 'minProperties', 'properties', 'required', 'type', 'type:object', 'type:string']",5,10,1,2,324,578,1296,1296
Github_medium---o1218.json,Github_medium,"['$ref', 'additionalProperties', 'anyOf', 'enum', 'items']","['_boolSchema', 'definitions', 'properties', 'required', 'type', 'type:[]', 'type:array', 'type:boolean', 'type:null', 'type:number', 'type:object', 'type:string']",5,12,1,6,287,440,4676,1283
Github_medium---o12210.json,Github_medium,"['format', 'format:date-time', 'pattern']","['$id', '$schema', 'properties', 'type', 'type:object', 'type:string']",3,6,2,8,1055,4747,1177,902
Github_medium---o12241.json,Github_medium,"['@minmaxInteger', '@minmaxLength', 'additionalProperties', 'items']","['$schema', '_boolSchema', 'maxLength', 'minLength', 'minimum', 'properties', 'required', 'type', 'type:array', 'type:integer', 'type:object', 'type:string']",4,12,2,5,667,1640,598,598
Github_medium---o12244.json,Github_medium,"['@minmaxInteger', '@minmaxLength', 'additionalProperties', 'enum', 'items']","['$schema', '_boolSchema', 'maxLength', 'minLength', 'minimum', 'properties', 'type', 'type:array', 'type:integer', 'type:object', 'type:string']",5,11,2,6,622,1671,647,597
Github_medium---o12279.json,Github_medium,"['$ref', 'allOf', 'dependencies']","['$schema', 'definitions', 'properties', 'required', 'type', 'type:boolean', 'type:number', 'type:object', 'type:string']",3,9,2,3,896,1314,2383,961
Github_medium---o12283.json,Github_medium,['items'],"['$schema', 'properties', 'required', 'type', 'type:array', 'type:object', 'type:string']",1,7,2,2,462,431,1363,565
Github_medium---o12286.json,Github_medium,[],"['$schema', 'properties', 'type', 'type:boolean', 'type:number', 'type:string']",0,6,2,0,436,0,2394,416
